beach_id,beach_name,area,country,region,lat,lon,timezone,beach_text_summary,ability_level,ability_level_long_text,local_vibe,local_vibe_long_text,crowd_factor,crowd_factor_long_text,spot_rating,spot_rating_long_text,shoulder_burn,shoulder_burn_long_text,water_quality,water_quality_long_text,hazards,access,bring_your,seabed,best_season
620,Taapuna,Tahiti and Moorea,Tahiti,French Polynesia,-17.603,-149.622,Pacific/Tahiti,"Before Teahupo'o was famous, and before Tahiti was a major surf destination, the world-class lefthanders at Taapuna played host to only a handful of local surfers and visiting pros. A perfect, hollow left that requires skill and confidence to master its technical, variable sections, its close proximity to Papeete makes it a prime candidate for crowds and hassles, so act accordingly if  you do think you can handle the legendary Taapuna left.",Advanced,Advanced,Doable,Can be tense.,Heavy,Crowded.,Perfect,Good.,Medium,Medium,Clean,Clean,Coral and sharks.,Boat or a 20-minute paddle from shore.,Shortboard,Coral.,April-October
621,Rangiroa Atoll,Tuamotu,Tuamotu,French Polynesia,-15.09,-147.72,Pacific/Tahiti,,,,,,,,,,,,,,,,,,
622,Faré,Huahine and Raiatea,Huahinè,French Polynesia,-16.71,-151.04,Pacific/Tahiti,,,,,,,,,,,,,,,,,,
623,Asu,Nias and Hinako Islands,Nias,Sumatra + Mentawais,0.9118,97.2635,Asia/Jakarta,,,,,,,,,,,,,,,,,,
624,Bawa,Nias and Hinako Islands,Nias,Sumatra + Mentawais,0.81,97.35,Asia/Jakarta,,,,,,,,,,,,,,,,,,
625,Lances Left,Central Mentawai Islands,Mentawai,Sumatra + Mentawais,-2.3861,99.8368,Asia/Jakarta,"Often overshadowed by the better-known Lances Right, Lances Left features a long, rippable wall and occasional barrel sections, fueled by consistent SW swell that funnels straight into the lineup. One of the more consistent waves in the region, Lances Left works when the wind is bad for HTs, which means crowds tend to migrate over (the waves are only a short walk or boat ride apart). Tends to get a bit gurgly and unpredictable as the swell moves into the double-overhead range.",Intermediate - advanced,"This tricky, powerful wave over shallow coral reef is best for experienced surfers.",Welcoming,Mainly visiting tourists on boats.,Moderate,Depends how many boats are in the area.,Perfect,"An epic wave anywhere in the world, but not quite on the level of Indonesia's marquee left-handers.",Exhausting,"Current rips when its pumping, and wave gets meaty and tricky as the swell increases.",Clean,Crystal clear.,"Shallow reef, reef cuts.",Boat access or land camp.,Shortboard,Coral reef.,Dry season (April to September).
626,Macaronis,Southern Mentawai Islands,Mentawai,Sumatra + Mentawais,-2.7886,99.9903,Asia/Jakarta,"One of the most perfect performance waves in the world, just about everything possible on a wave is possible at Macaroni's. It's a submerged left point that barrels the length of the reef but also tapers into an incredibly rippable wall. Because of the machine-like perfection of both wall and barrel, Macaroni's is arguably responsible for the most amazing advances in performance surfing seen in the Mentawais.It's renown also makes ""Maccas"" one of the more crowded breaks around. Although it's playful at head high, the takeoff begins to ledge at several feet overhead and only becomes heavier until about triple overhead when it maxes out. Like many area waves, it's best to take off up at the top as the wave gathers speed as it goes. Alternatively, deceptively perfect looking waves can lure surfers further up the point into unmakeable slabs.",Intermediate - advanced,Intermediate to advanced,Welcoming,No local vibe.,Heavy,Mostly crowded.,Perfect,The one of the most rippable waves on the planet.,Medium,Medium,Clean,Clean,Reef cuts.,Boat charter or land camp.,Shortboard,Reef.,March to November
627,Sibigau Rights,Southern Mentawai Islands,Mentawai,Sumatra + Mentawais,-3.075,100.195,Asia/Jakarta,,,,,,,,,,,,,,,,,,
628,E-Bay,Northern Mentawai Islands,Mentawai,Sumatra + Mentawais,-1.8299,99.2528,Asia/Jakarta,,,,,,,,,,,,,,,,,,
629,Ujung Bocur,Lampung,Sumatra,Sumatra + Mentawais,-5.3,104,Asia/Jakarta,,,,,,,,,,,,,,,,,,
630,Jimmys Point,Lampung,Sumatra,Sumatra + Mentawais,-5.008,103.742,Asia/Jakarta,,,,,,,,,,,,,,,,,,
631,Pangandaran,Central Java,Central Java,Java,-7.6911,108.636,Asia/Jakarta,"A crescent-shaped beach in central Java, Pangandaran picks up ample swell from the S and SW, which lights up the endless selection of beach break peaks. The waves tend to be biggest on the more exposed, middle section of the beach, and get progressively smaller as you move east toward the nature reserve, offering a nice array of options for various skill levels.",All Abilities,"Less experienced surfers can opt for the smaller peaks at the end of the beach, while those who are more advanced will appreciate the hollow beach break barrels farther west.",Welcoming,Very friendly.,Moderate,"Pangandaran has become a popular surf destination over the past few years, but doesn't have the crowds of better known areas.",Fun,Long series of beach break peaks that range from fun to excellent depending on sand.,Light,Normal beach break effort.,Clean,Stays pretty clean.,"Rips, sunburn, midday onshores during the dry season, closeouts when the swell gets too big.",Numerous beachfront accommodation options.,Shortboard,Sand.,"Swells are common all year, but most consistent from April through September."
632,Cimaja,West Java,West Java,Java,-6.9621,106.486,Asia/Jakarta,"Cimaja is a highly exposed righthand point that breaks over a rock shelf. It takes all manner of W, SW and S swells. Predominant winds, however, are onshore, making early mornings and late afternoons the call. Cimaja has been described as a high- performance wave, with various bowls, sections and the occasional barrel. It isn't the barreling perfection travelers come to Indonesia for, but rather a fun, rippable wave just a couple of hours from Jakarta.",Intermediate - advanced,Intermediate advanced,Welcoming,Some local rippers.,Moderate,Weekend crowds.,Fun,Fun.,Medium,Medium,Fair,Fair,"Reef cuts, pollution, sharks, etc..",Short walk.,Shortboard,Reef.,March to November
633,Ombak Tujuh,West Java,West Java,Java,-7.2765,106.371,Asia/Jakarta,"Considered a ""big-wave"" spot, Ombak Tujuh is more closely related to Western Australia's Margaret River than other machine-like Indonesian waves. It's left-hand reef with a feathering, shifting, barreling take-off and a long reeling wall. It's considered to be the best wave along the Ujung Genteng peninsula, primarily because it's a swell magnet. Local geography cycles predominant winds around to blow offshore, too. But the wave's raw exposure to several swell directions makes for shifty conditions. Bigger boards are recommended just to ease yourself into these things. One of the most difficult aspects of the wave is reaching it, either by boat or by a long and winding road.",Advanced,Advanced,Welcoming,Mellow.,Moderate,Light crowds.,Fun,Fun.,Medium,Medium,Fair,Fair,The reef.,"Boat or a long, diverted drive.","Shortboard, gun",Reef.,March-November
634,One Palm Point,West Java,West Java,Java,-6.655,105.171,Asia/Jakarta,"There was a time in the late '90s and early '00s when feral surfers who'd formerly staked out positions at places like G-land, began to slip away to a rumored left-hand point somewhere off in Western Java. The way the stories went, this wave was much heavier, shallower and more treacherous than G-Land. At a time when Teahupo'o was surfed by a relative few, this discovery was pretty astonishing. Video footage that returned from those early exploits revealed surfers wearing fullsuits in the tropics simply to protect themselves from the razor-sharp coral heads and vicious dry spots and the inevitable close-out section. The video also revealed a wave that most civilian surfers wouldn't want anything to do with.Because of other discoveries, and the fact that One Palm Point exists in a National Park, the wave went under exposed in the surf media during the early part of the century. Debates over planned surf camps or other developments then put the wave into Internet chat rooms. Today though, the best option to surf this wave remains the boat charter. Excursions here are often planned around full moons.",Advanced,Advanced,Welcoming,None.,Mellow,Light.,Perfect,Really.,Exhausting,Heavy,Clean,Clean,This place is remote and the reef is shallow.,Boat charter.,Shortboard,Reef.,March to November
636,Palau Rote,Savu and Rote,West Timor,Nusa Tenggara,-10.87,122.81,Asia/Makassar,,,,,,,,,,,,,,,,,,
637,Cloud 9,Siargao,Siargao,Philippines,9.814,126.167,Asia/Manila,"The now-famous righthander of Cloud 9 on Siargao Island is a thick, pitching peak takeoff over a reef shelf followed by a hollow section and a clean exit into the channel or a pinching section, depending on swell direction. The wave works best on typhoon swells from chest-shoulder high up to triple overhead+ at peak high tide. On a clean easterly swell and offshore SW wind, Cloud 9 can be mechanically perfect, with a guaranteed barrel on every wave.",Intermediate - advanced,"Intermediate when head high or under, advanced when its overhead.",Welcoming,"Pretty relaxed overall. Local surfers dominate and resident Aussie expats can be grumpy, but on the biggest days, everyone is friendly.",Heavy,"With the hot locals, resident expats, and lots of international visitors, they don't call it ""Crowd 9"" for nothing.",Perfect,"Shorter ride, but a perfect and intense tube.",Medium,Easy paddle to the peak. Current can be strong on outgoing tides.,Clean,"Pristine. No town or city nearby, and not enough people to make a sewage problem.",Reef.,"Easy, walk out on the famous pier and make the short paddle to the lineup.","Shortboard, bodyboard","Mostly flat coral reef, but a few bumps.","Summer, or the SW monsoon season from May to October. Typhoons season, which is all year round, but most active June through November."
638,Badoc Point,Northwest Luzon,Northwest Luzon,Philippines,17.9195,120.438,Asia/Manila,"Mainland Badoc Point, a shallow reef wave in front of the now-closed surf resort, needs a bigger swell to work; while offshore, privately owned Badoc Island has reef waves on its north and south ends that are more consistent than the mainland, and they can get good with minimal crowds.",Intermediate,Any and all surfers.,Welcoming,Filipino surfers are a friendly bunch who are few and quite social with foreign surfers.,Mellow,"Local surfers only on weekdays, some surfers from urban Manila on weekends.",Fun,Reef waves that can get good with minimal crowds. Mainland Badoc Point requires a big swell. More consistent waves on offshore Badoc Island.,Medium,Some paddling and current.,Clean,"Quite clean, especially on offshore Badoc Island.","Shallow, sharp coral reefs.","Boat needed to access the island offshore. No accommodations, but camping allowed with permission.","Shortboard, fish, funboard, longboard",Coral Reef.,November-March
639,Jardim do Mar,All Madeira Spots,Madeira,Spain + Portugal,32.7373,-17.2132,Atlantic/Madeira,,,,,,,,,,,,,,,,,,
640,Pohnpei (Palikir-Pass),Pohnpei,Pohnpei,Micronesia (Carolines),6.982,158.128,Pacific/Ponape,"Palikir or P-Pass is indisputably a world-class barrel, but it's also not the most consistent wave in the world. But when it's on, Palikir is a heavy, long, flawless, wide-open tube - pedal-to-the-metal with a few performance sections, a fairly forgiving reef, and a nice, deep paddling channel.",Advanced,Intermediate to Advanced,Doable,Mellow. ,Moderate,Traveling surfers. ,Perfect,One of the best rights on the planet.,Medium,Medium,Clean,Clean,Shallow reef.,Boat only.,Shortboard,Coral.,November to March but can occasionally get good on tropical cyclones in the Fall.
641,Fajazinha,Western Azores,Western Azores,Azores,39.42,-31.26,Atlantic/Azores,,,,,,,,,,,,,,,,,,
642,Cozumel,Mexico Gulf Coast,Mexico - Gulf Coast,Gulf Coast,20.4031,-86.8574,America/Mexico_City,,,,,,,,,,,,,,,,,,
643,2nd Street (Tybee Island),Georgia,Georgia,South Carolina + Georgia,32.0107,-80.8405,America/New_York,"Tybee has a fairly new pier at 16th Street that has become the surfing center on the island. The pier works on any swell, but is best at mid to high tide.",All Abilities,Beginner to advanced,Welcoming,Mellow.,Moderate,"The worst on the island, but still typically mellow",Poor,"Can offer a fun little wave on its day, but overall not a surf destination.",Light,"Hard NE and SW winds can produce strong currents, but generally pretty mellow.",Clean,Some runoff after heavy rains but pretty good typically,Miscellaneous sea creatures.,"Easy access, though parking may be a problem in the summer months. Bring change for meters.","Shortboard, funboard, longboard, fish",sand,"Late summer, early fall, early spring"
644,Pleasure Point,Santa Cruz County - South,Central California,"California, Central",36.9541,-121.9717,America/Los_Angeles,"This is the East Side of Santa Cruz. Once the shy little sister to the West Side, Pleasure Point is now producing its fair share of world-class surfers. Jay Moriarity, may he rest in peace, used to live at Pleasure Point, Chris Gallagher at 41st Avenue.Pleasure Point, with multiple sections peeling along the point, offers something for every possible kind of waverider, from bodyboarders to shortboarders to longboarders, and this place is very, very popular with all of that and everything between.",Intermediate - advanced,"The wave itself isn't generally considered heavy, but the well-established crowd makes it better for intermediate + surfers. ",Doable,"Edgy, especially when it's good.",Heavy,Very crowded. This place is extremely popular with everyone. Mid-week is the best call.,Perfect,Quite good.,Medium,Minimal to moderate depending on size.,Clean,Minimal. It used to be bad at Sewer Peak but no longer.,"Kelp, long lulls, angry flesh eating sea otters, crowds. ","Ask any local, access here is too easy. Just pull up to the cliff and park, then scramble down the numerous stairways.","Shortboard, funboard, longboard, fish","Rock-reef, Sand, Kelp",April-October
645,Dakar,Almadies Peninsula,Senegal,West Africa,14.68,-17.45,Africa/Dakar,,,,,,,,,,,,,,,,,,
646,Ponta Preta,Sal,Cape Verde,West Africa,16.6058,-22.9304,Atlantic/Cape_Verde,,,,,,,,,,,,,,,,,,
647,La Barqueta,Southwest Panama,Panama,Central America South,8.3001,-82.5737,America/Panama,,,,,,,,,,,,,,,,,,
648,Hamilton,Bermuda,Bermuda,Bermuda,32.3063,-64.784,Atlantic/Bermuda,,,,,,,,,,,,,,,,,,
649,Phuket,Phuket,Thailand,South East Asia,8.01,98.28,Asia/Bangkok,,,,,,,,,,,,,,,,,,
650,Carolina Beach,North Carolina - South,North Carolina - South,North Carolina,34.03,-77.88,America/New_York,"Quieter and more rugged, the community of Carolina Beach is one that puts rural simplicity over urban prosperity. Motels, beach shops and condos continue to line the rough, narrow streets as the impending signs of beach erosion become ever more visible since the artificial opening of the Carolina Beach Inlet in 1952. To get to Carolina Beach, follow 421 south off 17 a mile or so after you cross the bridge and you'll see a harbor and a BP station on the left. Go left and follow it to the beach road, then take another left and head north. Take a right on Sandfiddler Road, and you'll end up on the south side of the Carolina Beach Pier.CB is the Rodanthe of the Cape Fear area, more of a crusty fishing village than a resort town. And although the water is significantly dirtier (the Cape Fear River empties a lot of its nastiness right north of here through the Inlet), the waves are generally hollower and more powerful than those produced by the same swells in Wrightsville. Thus, Carolina Beach serves as the backup chute for surfers frustrated with the C Street crowds or the piddly shorebreak at the South End. For others, it's just a better wave, and worth looking at over and over again, particularly during hurricane swells. Either way, crowds can get thick during good swells at the pier and near Sunskipper, so be mellow. Fortunately, you can find just as good a wave down the beach without the pack, especially if you have four-wheel drive. Just scoot north and get a little privacy, as well as some of the better waves.",All Abilities,Beginners when small but intermediate to advanced when the surf is good.,Doable,Not as heavy as it once was but don't test it.,Moderate,Normally not too bad.,Fun,Sand changes with each replenishment but can get good on the right swells.,Medium,Normally not bad but south swells can sometimes have some current to contend with.,Fair,Depends on what's coming out of the Cape Fear River.,"Submerged pilings, aggro locals, heavier barrels than can be expected, cops, the rocks at high tide and growling fishermen.","Parking spots are few and far between in Carolina Beach. You can, however, drive north on the beach, provided you have four-wheel drive.","Shortboard, fish, funboard, longboard, sup, skimming, bodyboard, bodysurfing, kiteboard",Sand and whatever they dredge from the river.,Storm dependent: tropical cyclones in the late summer and fall with frontal activity from late fall through winter into spring.
651,Navarre Beach,Florida Gulf Coast,Florida - West Coast,Gulf Coast,30.38,-86.86,America/Chicago,"The Panhandle's premier training ground for the next crop of hungry groms, this brand-new facility is Grand Central Station for grommets, Navarre is a mushy midbreak splitting up the crowd factor between the park and the pier. On a medium-size E swell, the wave is a fun, long beachbreak.",All Abilities,All levels,Doable,Mellow.,Mellow,Low to average.,Poor,"Average surf, most people head to the piers/jetties along this stretch of coast.",Light,Fairly easy paddling but can get more challenging on bigger swells.,Clean,"This is the emerald coast, so named due to the water color.","Normal sea life - sharks, jellyfish, sea lice.",Parking lot and boardwalks to the beach.,"Shortboard, fish, funboard, longboard",Sand,"Fall-Spring, Hurricane"
652,Similan Islands,Mainland Thailand,Thailand,South East Asia,8.6,97.64,Asia/Bangkok,,,,,,,,,,,,,,,,,,
653,Lista,Southern Norway,Southern Norway,Norway,58.0512,6.6476,Europe/Oslo,"This long, flat peninsula has a series of points, reefs and sandy bays along the southern aspect, exposed to any passing North Sea swell. The beaches have fun, peaky waves perfect for beginners. The points are bouldery, predominantly right breaking, including a wrapping, walling right close to the northern side of the of the harbour entrance at Vestbygd, plus a faster right just to the north of the harbour wall. Both break over boulders.",Beginner - intermediate,"Good beginner beaches, reefs and points best left to more experienced surfers.",Welcoming,Friendly.,Mellow,"Small but tight local crew who wait for the best spots to turn on - be respectful, follow etiquette.",Fun,"A flexible area with beginner friendly beaches and quality, walling points.",Light,"OK in clean groundswells, can be hard work in windswells.",Clean,OK.,"Shallow, rocky points with difficult entry and exit.",Parking close to harbour wall and at beaches.,"Shortboard, funboard, sup, fish, longboard, bodyboard",Sandy beaches and rocky points.,Best September - May.
654,Unawatuna Bay,South West Sri Lanka,South West Sri Lanka,Sri Lanka,6.007,80.2473,Asia/Colombo,,,,,,,,,,,,,,,,,,
657,Sunset,Oahu North Shore,Oahu,Hawaii,21.6775,-158.041,Pacific/Honolulu,"This is a waterman’s wave. Open-ocean power unloads on a football-sized playing field at Sunset Beach, forcing surfers to ride different equipment and approach the wave differently than they would their everyday beachbreak or even at a world-class reef. The most successful surfers at Sunset push past any fear and are willing to adjust their approach to suit the reef’s wide variability and moody nature. The Sunset arena is made up of many different spots or sections of the reef, starting with a spot not far off the beach called Val’s Reef. It’s a shifty, bowly peak that can offer up fun little waves when there’s not much swell running. The Inside Bowl is an end section directly outside Val’s Reef about 200 meters offshore and is a bit separate from the main break. It links up with the main sections on a more NNW/N swell and is an unpredictable and often violent portion of Sunset that is responsible for many casualties to board and rider. Outside of Val’s and the Inside Bowl is the West Peak, where WNW/NW swell energy (especially more westerly angled swell) rises quickly from the deep channel, refracting back in toward the portion of the wrapping swell line. Next across the reef is The Point. Wave shape and the takeoff point at the Point depends heavily on the swell direction. North to NE swells will fold crosswise over the reef fingers that extend out from the shore, breaking up the swell lines to create different takeoff spots with unpredictable, sectiony waves. More westerly swells focus better over at the West Peak/Bowl, amplifying the wave into a very powerful, bowling wedge peak. For the Point to behave like a right pointbreak, northwest/north-northwest angled swells allow the wave to bend in and run along the reef. Past the Point is an area known as Backyards, where waves break across a broad lava platform that slowly drops away offshore. Double overhead+ sets can break far off the beach, however, the best shape tends to be around head-high to a few feet overhead, where it can produce peaks with excellent rights and lefts. Sunset is also known for lots of paddling, especially the bigger it gets, as there is lots of water moving around out there. Rides can be long, so the distance to get back out is long. However, if you make good use of the Kammieland Rip running out in the channel of the bay, then getting back out to the lineup is not so bad. Bigger, more westerly angled swells will sweep the rip back toward the inside of Sunset, which getting out of there can take all your energy and tons of water on the head over shallow reef.",All Abilities,"All levels, but depends on size.",Doable,Spread out across the broad playing field and friendly for the most part. Humility and respect a must.,Heavy,"Moderate to heavy, but spread out along all the spots of this playing field.",Fun,"Wide variety of spots along this huge playing field that offers something for pretty much everyone, depending size of course.",Exhausting,"Lots of paddling, especially the bigger it gets. Long rides, and lots of current.",Clean,"Clean. Beautiful, clear, blue water.","Hold-downs, lots of paddling, getting caught inside on a huge set, especially during a west swell and the reverse current that comes with it.","Easy: Public parking spots on the side of Kam Highway right at Sunset Beach, or park along Kam Highway where authorized.","Shortboard, funboard, longboard, fish, gun",Reef,Winter
658,Rocky Point,Oahu North Shore,Oahu,Hawaii,21.671,-158.048,Pacific/Honolulu,"Rocky Point is a flat, curving reef that is about 250-yards wide and perhaps the most consistent wave on the North Shore, breaking up to double overhead-plus on nearly any winter swell direction. Rocky's somehow satisfies even its most frightening crowds with a range of waves -- from soft walls to clean barrels to crazy air sections.Rocky's is generally divided into two sections known as Rocky Rights and Rocky Lefts, but within those are several different takeoff points in different conditions. So, beginning from the west side, close to Pupukea, there's: 1. A series of peaks, mainly rights, in N-NW swells, which sometimes end in a closeout, but often hold up for nice walls and tubes;  2. A clearly defined right wall/left peak combination in W-NW swells, with the left sometimes peeling almost across the length of the reef;  3. A good-quality, walling left peak forming in W swells, outside the middle of the reef, which barrels or peels down toward the northern channel (this is the prime Rocky's wave);  4. A sharp, wedging left (and sometimes right) pitching off the northern fringe of the reef;  5. A sucky shorebreak/reform left farther inside, which is super fun for airs and small barrels.",Intermediate - advanced,Intermediate to advanced depending on size. Daunting for beginners as its shallow and fast at all sizes.,Intimidating,Humility and respect a must..,Heavy,"Usually heavy whenever its good, while smaller days can be hit or miss.",Fun,One of the most ripable waves on the North Shore offering a bit of everything for high performance surfing.,Light,Breaks close in and peaks to pick off across the entire zone. Most of the paddling is trying to jockey for position.,Clean,"Clean. Beautiful, clear, blue water.",Mostly the reef. Rocky Rights has a dangerous rock that pops up on the inside. Getting in and out can be crazy during larger swells. Dodging surfers on the inside.,Easy: Drive about a half mile past Ehukai Beach Park on Kam Highway and pull of onto Ke Nui Road and park where authorized. Take public access streets/trails to the beach.,"Shortboard, bodyboard, bodysurfing",Reef,Winter
659,Velzyland,Oahu North Shore,Oahu,Hawaii,21.6859,-158.033,Pacific/Honolulu,"Named after veteran California surfer/shaper Dale Velzy, V-Land is like a miniature Sunset Beach, set in the big bay just beyond Backyards. At times, it can be hard to even see the break in the welter of water moving around the bay. V-land is shaded by Phantom Reef, the classic big-wave location that lies over a half-mile straight out to sea. Phantoms focuses swell into the bay, where most of it ends up connecting across to V-Land's neatly defined, shallow lava ledge. On a good day, it's a bowling barrel of fun, rippable sections -- a perfect training ground for the best North Shore groms, who take full advantage of the wave.",Intermediate - advanced,Intermediate to advanced depending on size.,Intimidating,Humility and respect a must.,Heavy,"Heavy, especially on weekends, and on the longer/better rights.",Perfect,"One of the best righthanders on the island and arguably beyond -- long, hollow, and ripable.",Medium,"The premier rights are longer rides, so longer paddles. The lefts are shorter, but then you risk getting caught on the inside.",Clean,"Clean. Beautiful, clear, blue water.","Shallow reef, potential for localism encounters if proper surfing etiquette is not observed.","Park on Kam Highway, walk through the gates, and go north up the beach. Lock your car.","Shortboard, bodyboard",Reef,Winter
660,Hale'iwa,Oahu North Shore,Oahu,Hawaii,21.597,-158.108,Pacific/Honolulu,"The larger it gets, the more ferocious Haleiwa becomes, and delivering a workout capable of kicking the crap out of anyone, no matter how accomplished. The main break at Haleiwa is a rough, V-shaped reef that forms a peak 300 yards off the beach and bowls as a hard right in a series of thick sections, ending in a closeout known as Toilet Bowl. The wave is intensified by a fast-moving rip that draws water from the Avalanche reef flush-out and races right across the outer edges of Haleiwa's reef. Big WNW swells will have you constantly paddling like salmon up stream. If not, then you'll end up in the harbor channel then eventually out-to-sea. When you're on the inside, you'll often be paddling for your life to get out of harms way, as the current pulls you east toward the harbor and the waves will be swinging wider from the west. On these bigger days, you can be paddling with all your might on the inside but still going backwards toward the impact zone -- so falling on the first wave of a set can be devastating. Best bet is to finish rides all the way to the end, kick out as far as you can into the channel and ride the current back out, while still padding away from the impact zone. When the surf is small, especially on the more NW to NNW angled swells, it seems so harmless, like a fun little beach break somewhere. Smart surfers at Haleiwa learn to use the rip, not sweating the paddle out, waiting a few yards wide of the takeoff, then letting themselves be drawn into the pit for the waves they want. Not-so-smart surfers go straight to the takeoff spot, then spend the next 15 minutes paddling against the rip just to stay in position.As the swell backs away from its logical maximum -- around the triple overhead mark -- the wave loosens up and begins breaking on the shallower areas of reef, providing some deep tubes. Overhead to double overhead-plus from the WNW-NW is the wave's best size and direction -- too much north will be shadowed by Pua'ena Point, and too west will be shadowed by Avalanche and Kauai. When the surf is under head high, Haleiwa looks like a playful, semi-closed-out beachbreak; also, a left will begin to show its face from the middle of the reef, peeling back toward the harbor wall. On the inside a few yards out from the sand, a foot-high reform will give beginners something to play with as well.",All Abilities,"All levels, but depends on size.",Doable,Humility and respect a must.,Heavy,Moderate to heavily crowded,Fun,One of the most high performance waves on the North Shore.,Exhausting,"Easy on  small days but the bigger it gets, the worse the paddle, especially on the more westerly angled swells.",Fair,The close proximity to Haleiwa Harbor makes pollution a common hazard.,"Shallow reef sections and the current (especially on a big west swell, when sets swing wide over shallow reef).",Easy: Big public parking lot at Ali'i Beach Park right in front of Haleiwa.,"Shortboard, bodyboard",Reef,Winter
661,Ala Moana,Oahu South Shore,Oahu,Hawaii,21.2791,-157.844,Pacific/Honolulu,"Inarguably Town's most coveted -- and famous -- high-performance wave, Ala Moana has a clearly formed and obvious lineup. The wave is a long left, with a few different tube sections and a range of takeoff spots, but it's at its most focused and perfect when a solid S swell detonates on the outside bowl section. The seabed next to the reef was dredged for Ala Wai Harbor, thus the man-made interference bends swell and refracts it. And even though really big sets are still referred to as Pole Sets, the pole that once indicated such incoming bombs is now gone.The Ala Moana Bowls left can hold solid size and breaks off toward the harbor channel, but Bowls also offers a shorter right on smaller days that will usually end as a closeout section on the very shallow inside reef. As you head west across Magic Island into Ala Moana Park, there are numerous quirky, crowded and hard-to-catch reefbreaks, including Tennis Courts, Big Rights and Kewalo Basin. All of these waves work best on the same swell as Waikiki, though tide and local knowledge definitely comes into play here.",Intermediate - advanced,"All levels when small, but intermediate to advanced when over chest high.",Intimidating,Very intense and competitive. Humility and respect a must.,Heavy,"Always crowded when its waist high or bigger, but early bird gets the worm sometimes.",Perfect,One of the best waves on the South Shore. Ripable when small and some meaty barrels when big.,Medium,"Long paddles to and from beach, but not bad once you're out there.",Clean,"Nearby harbor, so pollution is always a factor, especially after significant rainfall.","Shallow reef, powerful waves, intense crowd.","Easy. Walk the harbor breakwater to end and paddle out the Ala Moana boat channel (use caution, it is a harbor), or paddle from the little beach near parking lot across the reef platform (a little sketchy on low tide).","Shortboard, bodyboard, funboard, longboard, fish",Reef. Shallow and sharp for most of it.,Summer. From around April through October.
662,Queens/Canoes (Waikiki),Oahu South Shore,Oahu,Hawaii,21.2729,-157.828,Pacific/Honolulu,"Canoes is named after the proliferation of outrigger canoes that litter the lineup, which have a tendency to come steamrolling at you when you're least expecting it. This is all when it's under three-feet and rather warbly, though. Because when it comes together with a solid S swell and a bit of tradewind, Canoes becomes a super-fast right tube, and those outriggers have a hard time keeping up with the racetrack. Count on sharing the lineup on a four to six-foot day with the South Shore's finest tuberiders.",All Abilities,"All levels, but best suited for beginner to intermediate most of the time. Gets really good on solid swells.",Doable,"Usually mellow, but expect drop-ins. Sharing is caring.",Heavy,All the spots through Waikiki are pretty much always crowded all the time.,Fun,"Usually a mellow and user friendly wave, but when it comes together with a solid S swell and a bit of tradewind, Canoes becomes a super-fast right tube.",Light,"Long paddles to and from beach, but not bad once you're out there.",Clean,"Clean for the most part, but most of Hawaii's population lives on the South Shore of Oahu. Tons of people.","Reef, large crowds, boards. Many first-timers that get in the way.",Easy. Park in/near Kuhio Beach Park.,"Shortboard, funboard, longboard, fish, bodyboard",Reef,Summer. From around April through October.
663,Pacific Beach,South,San Diego County,"California, South",32.7965,-117.2581,America/Los_Angeles,"Pacific Beach/Crystal Pier almost always has something to ride but is rarely truly good. It tends to close out on any longer period swell that creates surf in the overhead range, especially as you move away from the more defined sand bars of the pier. However, on the occasion that a combo of swells from the northwest and southwest is greeted by easterly wind (generally in the fall) fun peaks can be found up and down the beach. The other time this zones comes closest to shining is during short period northwest swells that most frequently happen in the spring. ",Beginner - intermediate,Beginner and up.,Welcoming,Mellow.,Moderate,Plenty of traffic.,Poor,Perfect for longboard cruising.,Light,Easy peasy most of the time. ,Clean,Typically ok but gets dicey after a rain.,"Attempting to rip mush on a shortboard, getting hit by a loose 12 foot board.","Easy, find paid parking","Shortboard, funboard, longboard, fish, bodyboard, skimming, bodysurfing",Mostly sand but gets rockier closer to Tourmaline,"November-February, but it works year-round."
